# timestamp=sample time  cpu%=% of one core (may exceed 100)  mem_MiB=container resident memory
timestamp                cpu%      mem_MiB
21:20:38               898.60       2640.9
21:20:45               885.05       2593.8
21:20:52               878.12       2594.8
21:20:58               938.49       2598.9
21:21:05               928.14       2591.7
21:21:12               873.89       2547.7
21:21:18               890.39       2623.5
21:21:25               896.89       2575.4
21:21:32               884.80       2582.5
21:21:38               895.98       2573.3
21:21:45               881.45       2567.2
21:21:52               889.41       2646.0
21:21:58               892.70       2565.1
21:22:05               873.48       2593.8
21:22:12               888.10       2639.9
